ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
ROP,144,2026-08-05,beta_hedged,0.48413220751788105,0.27040816326530615,2,0.0,394.5299987792969,339257145.0,vol_63d(-0.009) | vol_21d(-0.007) | ret_10d(-0.005)
EXPD,145,2026-08-05,beta_hedged,0.4835287339097168,0.2653061224489796,2,0.0,181.41000366210938,239650358.0,vol_63d_rank(-0.018) | vol_63d(-0.015) | close_vs_sma200(+0.008)
PTC,146,2026-08-05,beta_hedged,0.4834154974228509,0.2602040816326531,2,0.0,139.42999267578125,205806546.0,ret_10d(-0.011) | close_vs_sma50(+0.007) | vol_21d(-0.006)
HD,147,2026-08-05,beta_hedged,0.48303822541334585,0.25510204081632654,2,0.0,353.1400146484375,1303024129.0,vol_63d(-0.014) | vol_63d_rank(-0.006) | vol_21d(+0.002)
NEM,148,2026-08-05,beta_hedged,0.4829454527274511,0.25,2,0.0,104.29000091552734,652108074.0,ret_5d(-0.008) | mkt_dispersion(+0.005) | vol_63d(+0.005)
EW,149,2026-08-05,beta_hedged,0.48289205643744637,0.24489795918367346,2,0.0,88.97000122070312,452780048.0,vol_63d_rank(-0.011) | vol_63d(-0.011) | ret_21d_rank(+0.008)
ALB,150,2026-08-05,beta_hedged,0.48252180084308693,0.23979591836734693,2,0.0,118.83999633789062,252722456.0,ret_63d(-0.009) | mkt_breadth(-0.006) | vol_63d_rank(+0.004)
LOW,151,2026-08-05,beta_hedged,0.4818753854407838,0.23469387755102042,2,0.0,219.94000244140625,666901086.0,vol_63d(-0.010) | close_vs_sma200(-0.003) | vol_63d_rank(-0.002)
GLW,152,2026-08-05,beta_hedged,0.48166254420266075,0.22959183673469388,2,0.0,156.6999969482422,2107592834.0,ret_5d(-0.021) | atr_pct(+0.017) | vol_10d(+0.014)
ORLY,153,2026-08-05,beta_hedged,0.48144857867192464,0.22448979591836735,2,0.0,93.44000244140625,721008235.0,vol_63d(-0.008) | vol_21d(-0.007) | close_vs_sma200(-0.004)
CSX,154,2026-08-05,beta_hedged,0.4807616762276859,0.2193877551020408,2,0.0,51.119998931884766,712440973.0,vol_63d_rank(-0.017) | vol_63d(-0.014) | close_vs_sma200(+0.010)
GILD,155,2026-08-05,beta_hedged,0.4807194147947598,0.21428571428571427,2,0.0,131.75999450683594,857403849.0,vol_63d(-0.011) | vol_63d_rank(-0.005) | close_vs_sma200(-0.003)
LH,156,2026-08-05,beta_hedged,0.48058292918124135,0.20918367346938777,2,0.0,313.9599914550781,258119115.0,vol_63d_rank(-0.017) | vol_63d(-0.017) | close_vs_sma200(+0.008)
FSLR,157,2026-08-05,beta_hedged,0.48047078397701565,0.20408163265306123,2,0.0,236.8000030517578,465716954.0,ret_5d(-0.025) | vol_63d(+0.017) | mkt_dispersion(+0.010)
CTVA,158,2026-08-05,beta_hedged,0.4802047922138657,0.1989795918367347,1,0.0,78.66999816894531,353012665.0,vol_21d(-0.008) | vol_63d(-0.008) | vol_21d_rank(-0.004)
RSG,159,2026-08-05,beta_hedged,0.47979519522423403,0.19387755102040816,1,0.0,207.02000427246094,286443781.0,vol_63d(-0.011) | vol_63d_rank(-0.009) | ret_21d_rank(+0.009)
AVY,160,2026-08-05,beta_hedged,0.4793167014326661,0.18877551020408162,1,0.0,175.5800018310547,143371498.0,vol_63d(-0.010) | vol_21d(-0.008) | vol_63d_rank(-0.003)
WY,161,2026-08-05,beta_hedged,0.4786999651128458,0.1836734693877551,1,0.0,25.84000015258789,123602086.0,vol_63d(-0.009) | vol_21d(-0.009) | vol_63d_rank(-0.004)
DOV,162,2026-08-05,beta_hedged,0.4783775427480957,0.17857142857142858,1,0.0,210.39999389648438,254103054.0,vol_63d(-0.009) | vol_21d(-0.007) | close_vs_sma200(-0.003)
STE,163,2026-08-05,beta_hedged,0.4783508185029075,0.17346938775510204,1,0.0,232.7100067138672,168805119.0,vol_63d(-0.011) | vol_21d(-0.009) | vol_63d_rank(-0.004)
GOOGL,164,2026-08-05,beta_hedged,0.47820596118930075,0.1683673469387755,1,0.0,362.42999267578125,10803936063.0,vol_21d(-0.008) | vol_63d(-0.006) | vol_21d_rank(-0.003)
CPRT,165,2026-08-05,beta_hedged,0.4777366185578878,0.16326530612244897,1,0.0,28.90999984741211,343917212.0,vol_21d(-0.008) | vol_63d(-0.008) | close_vs_sma200(-0.004)
ITW,166,2026-08-05,beta_hedged,0.4773298461750199,0.15816326530612246,1,0.0,297.32000732421875,431458348.0,vol_63d_rank(-0.015) | vol_63d(-0.014) | close_vs_sma50(+0.004)
ROL,167,2026-08-05,beta_hedged,0.47720262359574644,0.15306122448979592,1,0.0,37.56999969482422,258940275.0,vol_21d(-0.008) | vol_63d(-0.008) | mkt_breadth(-0.007)
RMD,168,2026-08-05,beta_hedged,0.4764680878478684,0.14795918367346939,1,0.0,224.02999877929688,262789586.0,ret_10d(-0.010) | vol_21d(-0.009) | vol_63d(-0.008)
MRK,169,2026-08-05,beta_hedged,0.4761913873069492,0.14285714285714285,1,0.0,128.3300018310547,1101195364.0,vol_63d(-0.014) | vol_63d_rank(-0.007) | mkt_dispersion(-0.002)
ORCL,170,2026-08-05,beta_hedged,0.47461112592547217,0.1377551020408163,1,0.0,144.38999938964844,5035153181.0,ret_5d(-0.026) | vol_63d(+0.017) | ret_10d(-0.010)
VLTO,171,2026-08-05,beta_hedged,0.473838068433952,0.1326530612244898,1,0.0,97.16000366210938,166736661.0,vol_63d(-0.016) | vol_63d_rank(-0.014) | close_vs_sma50(+0.003)
SNPS,172,2026-08-05,beta_hedged,0.47357807371181077,0.12755102040816327,1,0.0,400.82000732421875,781499767.0,vol_21d(-0.006) | mkt_breadth(-0.005) | vol_63d(-0.004)
FAST,173,2026-08-05,beta_hedged,0.4735552343488223,0.12244897959183673,1,0.0,49.9900016784668,424259350.0,vol_63d(-0.014) | vol_63d_rank(-0.014) | ret_63d(+0.003)
XYL,174,2026-08-05,beta_hedged,0.4730006701659828,0.11734693877551021,1,0.0,122.25,243833259.0,vol_63d(-0.012) | vol_63d_rank(-0.008) | close_vs_sma200(-0.003)
UNP,175,2026-08-05,beta_hedged,0.4723660776580248,0.11224489795918367,1,0.0,295.5400085449219,943051795.0,vol_63d_rank(-0.020) | vol_63d(-0.018) | close_vs_sma200(+0.009)
MMM,176,2026-08-05,beta_hedged,0.4705433959234378,0.10714285714285714,1,0.0,182.0800018310547,659339959.0,vol_63d(-0.018) | vol_63d_rank(-0.013) | close_vs_sma50(+0.005)
XOM,177,2026-08-05,beta_hedged,0.47053329567979757,0.10204081632653061,1,0.0,151.6300048828125,2187048850.0,vol_63d(-0.013) | vol_63d_rank(-0.005) | mkt_dispersion(-0.002)
TRMB,178,2026-08-05,beta_hedged,0.469691607663212,0.09693877551020408,1,0.0,58.58000183105469,136553489.0,vol_21d(-0.010) | vol_63d(-0.008) | ret_10d(-0.006)
KVUE,179,2026-08-05,beta_hedged,0.4692669461258916,0.09183673469387756,1,0.0,19.670000076293945,380448490.0,vol_63d_rank(-0.016) | vol_63d(-0.014) | mkt_dispersion(-0.003)
GNRC,180,2026-08-05,beta_hedged,0.46909498996971294,0.08673469387755102,1,0.0,217.41000366210938,243994033.0,ret_5d(-0.009) | ret_63d_rank(-0.007) | close_vs_sma200(-0.006)
CRWD,181,2026-08-05,beta_hedged,0.4674172789221913,0.08163265306122448,1,0.0,209.86000061035156,1626529809.0,ret_5d(-0.022) | vol_63d(+0.015) | mkt_breadth(-0.007)
JNJ,182,2026-08-05,beta_hedged,0.46591447341671444,0.07653061224489796,1,0.0,257.5899963378906,2039668896.0,vol_63d(-0.017) | vol_63d_rank(-0.016) | mkt_dispersion(-0.004)
PEP,183,2026-08-05,beta_hedged,0.46585964947591013,0.07142857142857142,1,0.0,138.77999877929688,1207544938.0,vol_63d(-0.013) | vol_63d_rank(-0.012) | ret_21d_rank(+0.008)
PNR,184,2026-08-05,beta_hedged,0.4657143323896559,0.0663265306122449,1,0.0,69.0199966430664,258006282.0,vol_21d(-0.006) | mkt_breadth(-0.006) | ret_10d(-0.006)
PLD,185,2026-08-05,beta_hedged,0.46542467482164546,0.061224489795918366,1,0.0,140.75999450683594,721370414.0,vol_63d(-0.017) | vol_63d_rank(-0.016) | mkt_dispersion(-0.003)
ADM,186,2026-08-05,beta_hedged,0.4645870224571671,0.05612244897959184,1,0.0,77.58000183105469,298472590.0,vol_63d(-0.017) | vol_63d_rank(-0.017) | ret_21d_rank(-0.003)
PG,187,2026-08-05,beta_hedged,0.46384094383417124,0.05102040816326531,1,0.0,146.8000030517578,1270422325.0,vol_63d_rank(-0.016) | vol_63d(-0.013) | mkt_dispersion(-0.005)
ECL,188,2026-08-05,beta_hedged,0.4628954564341123,0.04591836734693878,1,0.0,285.4700012207031,329256249.0,vol_63d(-0.019) | vol_63d_rank(-0.018) | mkt_dispersion(-0.003)
CHD,189,2026-08-05,beta_hedged,0.4626726133980253,0.04081632653061224,1,0.0,103.63999938964844,180911444.0,vol_63d_rank(-0.019) | vol_63d(-0.018) | mkt_dispersion(-0.002)
CAH,190,2026-08-05,beta_hedged,0.4622012330185142,0.03571428571428571,1,0.0,239.22999572753906,508790928.0,vol_63d(-0.020) | vol_63d_rank(-0.018) | ret_63d(+0.003)
CL,191,2026-08-05,beta_hedged,0.4617650869622943,0.030612244897959183,1,0.0,93.27999877929688,430720594.0,vol_63d_rank(-0.017) | vol_63d(-0.016) | mkt_dispersion(-0.004)
NSC,192,2026-08-05,beta_hedged,0.46170439299626453,0.025510204081632654,1,0.0,341.739990234375,383593992.0,vol_63d_rank(-0.018) | vol_63d(-0.018) | mkt_dispersion(-0.004)
ISRG,193,2026-08-05,beta_hedged,0.45849527419135633,0.02040816326530612,1,0.0,375.20001220703125,1499490901.0,mkt_breadth(-0.009) | ret_10d(-0.007) | vol_21d_rank(-0.007)
MDLZ,194,2026-08-05,beta_hedged,0.45416748072317265,0.015306122448979591,1,0.0,62.599998474121094,605416833.0,vol_63d(-0.019) | vol_63d_rank(-0.019) | mkt_dispersion(-0.004)
OTIS,195,2026-08-05,beta_hedged,0.45403071303212655,0.01020408163265306,1,0.0,73.0999984741211,288771882.0,vol_63d_rank(-0.019) | vol_63d(-0.015) | close_vs_sma200(-0.004)
TJX,196,2026-08-05,beta_hedged,0.44224589262713304,0.00510204081632653,1,0.0,159.9199981689453,768083409.0,vol_63d(-0.021) | vol_63d_rank(-0.020) | mkt_dispersion(-0.004)
