ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
TER,11,2026-08-05,beta_hedged,0.54703570451049,0.9489795918367347,5,0.005,389.3900146484375,1309452888.0,ret_5d(-0.024) | atr_pct(+0.023) | vol_63d(+0.014)
KLAC,12,2026-08-05,beta_hedged,0.5456196117072707,0.9438775510204082,5,0.005,192.8000030517578,2511252595.0,ret_5d(-0.016) | atr_pct(+0.016) | mkt_dispersion(+0.009)
SMCI,13,2026-08-05,beta_hedged,0.5433063925808649,0.9387755102040817,5,0.005,30.31999969482422,1223601408.0,atr_pct(+0.029) | ret_5d(-0.025) | vol_63d(+0.019)
MU,14,2026-08-05,beta_hedged,0.5429411423137939,0.9336734693877551,5,0.005,893.1900024414062,40954236613.0,atr_pct(+0.030) | vol_21d_rank(-0.021) | ret_5d(-0.017)
DXCM,15,2026-08-05,beta_hedged,0.5427770554995103,0.9285714285714286,5,0.005,82.66000366210938,393751036.0,vol_10d(+0.011) | vol_63d(+0.009) | ret_63d(+0.007)
CTSH,16,2026-08-05,beta_hedged,0.5416579389625368,0.923469387755102,5,0.005,55.779998779296875,474420871.0,vol_63d(+0.029) | vol_63d_rank(+0.009) | ret_21d_rank(-0.009)
EPAM,17,2026-08-05,beta_hedged,0.5415523478728547,0.9183673469387755,5,0.005,109.87000274658203,162469323.0,vol_63d(+0.029) | amihud(+0.008) | vol_63d_rank(+0.007)
COHR,18,2026-08-05,beta_hedged,0.5414231685662046,0.9132653061224489,5,0.005,328.2200012207031,1403078335.0,atr_pct(+0.035) | ret_5d(-0.023) | vol_21d_rank(-0.018)
PANW,19,2026-08-05,beta_hedged,0.5372737598764165,0.9081632653061225,5,0.005,362.6600036621094,2185736493.0,vol_63d(+0.014) | close_vs_sma200(+0.014) | ret_5d(-0.012)
FCX,20,2026-08-05,beta_hedged,0.5370789942249136,0.9030612244897959,5,0.005,69.38999938964844,908269122.0,vol_63d(+0.013) | ret_5d(-0.013) | ret_63d(+0.009)
FTNT,21,2026-08-05,beta_hedged,0.5353469730799117,0.8979591836734694,5,0.005,164.1300048828125,874806912.0,close_vs_sma200(+0.013) | vol_63d(+0.012) | vol_63d_rank(+0.010)
GRMN,22,2026-08-05,beta_hedged,0.5345188368754458,0.8928571428571429,5,0.005,302.54998779296875,304356015.0,ret_21d_rank(-0.009) | close_vs_sma200(+0.008) | ret_63d(+0.007)
NTAP,23,2026-08-05,beta_hedged,0.5341698929589965,0.8877551020408163,5,0.005,186.60000610351562,437722857.0,vol_63d(+0.018) | vol_63d_rank(+0.008) | close_vs_sma200(+0.005)
ANET,24,2026-08-05,beta_hedged,0.5333093038662106,0.8826530612244898,5,0.005,197.30999755859375,1361873550.0,ret_5d(-0.020) | vol_63d(+0.018) | close_vs_sma200(+0.009)
BBY,25,2026-08-05,beta_hedged,0.5332250260883237,0.8775510204081632,5,0.005,84.5,288623379.0,close_vs_sma200(+0.007) | vol_63d_rank(+0.006) | vol_63d(+0.006)
TPR,26,2026-08-05,beta_hedged,0.5320043778982296,0.8724489795918368,5,0.005,159.16000366210938,305122330.0,close_vs_sma200(+0.009) | vol_63d(+0.006) | vol_63d_rank(+0.005)
ZBRA,27,2026-08-05,beta_hedged,0.5318082071824479,0.8673469387755102,5,0.005,368.989990234375,258879547.0,vol_63d(+0.015) | ret_5d(-0.014) | vol_10d(+0.013)
TECH,28,2026-08-05,beta_hedged,0.5269895169962658,0.8622448979591837,5,0.005,72.0,274357966.0,vol_63d(+0.017) | vol_63d_rank(+0.009) | amihud(-0.004)
NXPI,29,2026-08-05,beta_hedged,0.5268967973677722,0.8571428571428571,5,0.005,231.14999389648438,1164840720.0,vol_63d(+0.020) | mkt_breadth(-0.009) | vol_10d(+0.008)
IT,30,2026-08-05,beta_hedged,0.5264162946371566,0.8520408163265306,5,0.005,186.41000366210938,213954023.0,vol_63d(+0.019) | ret_5d(-0.011) | vol_10d(+0.010)
ACN,31,2026-08-05,beta_hedged,0.5253556712781488,0.8469387755102041,5,0.005,170.72999572753906,1180110168.0,vol_63d(+0.034) | mkt_dispersion(+0.009) | vol_63d_rank(+0.008)
WAT,32,2026-08-05,beta_hedged,0.5243669480721701,0.8418367346938775,5,0.005,400.0,339001664.0,vol_63d_rank(+0.006) | vol_63d(+0.005) | ret_63d(+0.004)
MPWR,33,2026-08-05,beta_hedged,0.5242363510847324,0.8367346938775511,5,0.005,1345.4599609375,1279643334.0,vol_63d(+0.014) | atr_pct(+0.013) | ret_5d(-0.010)
TGT,34,2026-08-05,beta_hedged,0.5238491119975229,0.8316326530612245,5,0.005,147.6999969482422,515123281.0,close_vs_sma200(+0.010) | vol_63d(-0.008) | vol_63d_rank(+0.005)
GEHC,35,2026-08-05,beta_hedged,0.5217311991536162,0.826530612244898,5,0.005,70.23999786376953,392791339.0,vol_10d(+0.012) | ret_63d(+0.006) | close_vs_sma200(-0.005)
A,36,2026-08-05,beta_hedged,0.5208640011280501,0.8214285714285714,5,0.005,141.11000061035156,289103470.0,vol_63d_rank(+0.006) | ret_63d(+0.006) | vol_63d(+0.005)
STLD,37,2026-08-05,beta_hedged,0.5204477417783884,0.8163265306122449,5,0.005,265.9599914550781,286522646.0,close_vs_sma200(+0.010) | vol_63d(-0.007) | vol_63d_rank(+0.006)
CRL,38,2026-08-05,beta_hedged,0.5197917146503824,0.8112244897959183,5,0.005,260.7200012207031,195818959.0,ret_5d(-0.011) | vol_10d(+0.010) | vol_63d(+0.008)
MAS,39,2026-08-05,beta_hedged,0.5189982759817592,0.8061224489795918,5,0.005,77.31999969482422,218841683.0,vol_10d(+0.010) | vol_63d(+0.006) | mkt_dispersion(+0.005)
GEV,40,2026-08-05,beta_hedged,0.5183867929310053,0.8010204081632653,5,0.005,1017.9600219726562,2895547910.0,ret_5d(-0.017) | atr_pct(+0.014) | vol_63d(+0.011)
EXPE,41,2026-08-05,beta_hedged,0.5159584304699775,0.7959183673469388,4,0.0,319.6600036621094,419949550.0,ret_10d(-0.008) | close_vs_sma200(+0.007) | vol_63d(+0.006)
JBL,42,2026-08-05,beta_hedged,0.5153698489688998,0.7908163265306123,4,0.0,338.6199951171875,333429316.0,ret_5d(-0.017) | vol_63d(+0.014) | mkt_dispersion(+0.009)
AKAM,43,2026-08-05,beta_hedged,0.5151327664017445,0.7857142857142857,4,0.0,122.2699966430664,420499725.0,vol_63d(+0.021) | ret_5d(-0.013) | vol_63d_rank(+0.007)
PKG,44,2026-08-05,beta_hedged,0.5145218836920793,0.7806122448979592,4,0.0,256.010009765625,207441370.0,close_vs_sma200(+0.009) | vol_63d(-0.008) | vol_21d(-0.007)
JCI,45,2026-08-05,beta_hedged,0.5140531460073524,0.7755102040816326,4,0.0,153.64999389648438,500113750.0,close_vs_sma200(+0.009) | vol_63d(-0.006) | vol_63d_rank(+0.005)
ROST,46,2026-08-05,beta_hedged,0.513634709420866,0.7704081632653061,4,0.0,253.22000122070312,531307826.0,close_vs_sma200(+0.009) | vol_63d(-0.009) | close_vs_sma50(+0.005)
TXN,47,2026-08-05,beta_hedged,0.5120559130830271,0.7653061224489796,4,0.0,277.7200012207031,2287083477.0,vol_63d(+0.007) | vol_63d_rank(+0.005) | vol_21d(-0.004)
INCY,48,2026-08-05,beta_hedged,0.5119293983473945,0.7602040816326531,4,0.0,119.80000305175781,231720053.0,close_vs_sma200(+0.010) | vol_63d(-0.008) | vol_21d(-0.006)
NUE,49,2026-08-05,beta_hedged,0.5102960914522635,0.7551020408163265,4,0.0,274.739990234375,330870558.0,close_vs_sma200(+0.013) | vol_63d(-0.009) | close_vs_sma50(+0.008)
CF,50,2026-08-05,beta_hedged,0.5095434709829999,0.75,4,0.0,116.70999908447266,269653965.0,vol_63d(+0.007) | vol_21d(-0.006) | bb_position(+0.005)
BLDR,51,2026-08-05,beta_hedged,0.5094052976834623,0.7448979591836735,4,0.0,75.86000061035156,165363659.0,vol_63d(+0.017) | ret_5d(-0.013) | vol_10d(+0.010)
COR,52,2026-08-05,beta_hedged,0.509177404754945,0.7397959183673469,4,0.0,317.2200012207031,412771094.0,vol_63d(+0.005) | vol_63d_rank(+0.004) | close_vs_sma50(+0.004)
QCOM,53,2026-08-05,beta_hedged,0.5091069716099518,0.7346938775510204,4,0.0,157.52999877929688,2233829772.0,vol_63d(+0.014) | vol_63d_rank(+0.006) | mkt_dispersion(+0.006)
WSM,54,2026-08-05,beta_hedged,0.50899322207485,0.7295918367346939,4,0.0,248.24000549316406,205154257.0,close_vs_sma200(+0.007) | vol_63d(-0.006) | close_vs_sma50(+0.006)
BKNG,55,2026-08-05,beta_hedged,0.5080643256677518,0.7244897959183674,4,0.0,207.02000427246094,1093586008.0,vol_21d(-0.006) | ret_63d(+0.005) | close_vs_sma50(+0.005)
CSCO,56,2026-08-05,beta_hedged,0.508024666106943,0.7193877551020408,4,0.0,121.5,2396652530.0,vol_63d(+0.006) | close_vs_sma200(+0.006) | vol_63d_rank(+0.005)
EL,57,2026-08-05,beta_hedged,0.5079425483320518,0.7142857142857143,4,0.0,86.95999908447266,177965011.0,vol_63d_rank(+0.006) | close_vs_sma200(-0.004) | vol_21d(+0.003)
EMR,58,2026-08-05,beta_hedged,0.5075328040749295,0.7091836734693877,4,0.0,162.47000122070312,406793076.0,vol_63d(-0.007) | ret_5d(-0.004) | close_vs_sma200(+0.004)
COO,59,2026-08-05,beta_hedged,0.5071898350880781,0.7040816326530612,4,0.0,74.83999633789062,144702425.0,vol_63d(-0.008) | amihud(+0.003) | ret_63d(+0.003)
TSLA,60,2026-08-05,beta_hedged,0.5071257879792831,0.6989795918367347,4,0.0,321.54998779296875,13852468505.0,ret_21d_rank(-0.024) | vol_63d(+0.022) | vol_10d(+0.011)
RL,61,2026-08-05,beta_hedged,0.5066764178192383,0.6938775510204082,4,0.0,380.7799987792969,243523430.0,vol_63d_rank(+0.003) | ret_63d(+0.003) | mkt_dispersion(+0.003)
JBHT,62,2026-08-05,beta_hedged,0.5066131042399228,0.6887755102040817,4,0.0,272.6600036621094,316335348.0,close_vs_sma200(+0.010) | vol_63d(-0.008) | vol_21d(-0.006)
TTD,63,2026-08-05,beta_hedged,0.5061825218832466,0.6836734693877551,4,0.0,18.959999084472656,264450621.0,vol_63d(+0.018) | vol_63d_rank(+0.006) | mkt_dispersion(+0.006)
MCHP,64,2026-08-05,beta_hedged,0.5054585823820932,0.6785714285714286,4,0.0,77.79000091552734,861670970.0,vol_63d(+0.016) | vol_10d(+0.008) | vol_63d_rank(+0.007)
WAB,65,2026-08-05,beta_hedged,0.5053668096803328,0.673469387755102,4,0.0,296.30999755859375,300917553.0,vol_63d(-0.009) | close_vs_sma200(+0.009) | vol_21d(-0.006)
ADI,66,2026-08-05,beta_hedged,0.5053581489729986,0.6683673469387755,4,0.0,377.69000244140625,1465751506.0,vol_63d(+0.009) | vol_21d(-0.004) | vol_63d_rank(+0.004)
TT,67,2026-08-05,beta_hedged,0.5050773039883549,0.6632653061224489,4,0.0,483.5799865722656,615485295.0,vol_63d(-0.006) | vol_63d_rank(+0.005) | vol_21d(+0.003)
PWR,68,2026-08-05,beta_hedged,0.5048175247866548,0.6581632653061225,4,0.0,682.989990234375,744444038.0,ret_5d(-0.016) | vol_10d(+0.011) | vol_63d(+0.010)
BDX,69,2026-08-05,beta_hedged,0.5044236089500723,0.6530612244897959,4,0.0,170.66000366210938,277765144.0,vol_63d(-0.008) | close_vs_sma50(+0.004) | vol_63d_rank(+0.002)
CEG,70,2026-08-05,beta_hedged,0.5043264189896842,0.6479591836734694,4,0.0,265.1199951171875,709328018.0,vol_63d(+0.008) | mkt_breadth(-0.004) | vol_63d_rank(+0.004)
AVGO,71,2026-08-05,beta_hedged,0.5033068778891022,0.6428571428571429,4,0.0,418.2799987792969,7948517046.0,vol_63d(+0.016) | ret_5d(-0.010) | vol_63d_rank(+0.007)
CARR,72,2026-08-05,beta_hedged,0.5031130063701404,0.6377551020408163,4,0.0,65.43000030517578,476560047.0,vol_21d(-0.006) | vol_63d(+0.005) | vol_10d(+0.004)
EFX,73,2026-08-05,beta_hedged,0.5025637623521148,0.6326530612244898,4,0.0,177.3699951171875,314381201.0,vol_21d(-0.005) | vol_63d(+0.005) | mkt_dispersion(+0.004)
CIEN,74,2026-08-05,beta_hedged,0.5019242845004724,0.6275510204081632,4,0.0,408.8299865722656,785503958.0,ret_5d(-0.022) | atr_pct(+0.019) | vol_10d(+0.012)
BSX,75,2026-08-05,beta_hedged,0.5015389862977252,0.6224489795918368,4,0.0,47.7400016784668,884462656.0,vol_63d_rank(+0.006) | ret_63d(-0.003) | mkt_breadth(-0.003)
MNST,76,2026-08-05,beta_hedged,0.5014173729475296,0.6173469387755102,4,0.0,94.45999908447266,543196456.0,vol_63d(-0.008) | close_vs_sma200(+0.003) | vol_21d(+0.002)
ROK,77,2026-08-05,beta_hedged,0.5013868561709597,0.6122448979591837,4,0.0,450.04998779296875,389790592.0,vol_63d(-0.007) | vol_21d(-0.006) | ret_63d(+0.003)
NVDA,78,2026-08-05,beta_hedged,0.5008528737303842,0.6071428571428571,4,0.0,219.22000122070312,26507400527.0,ret_5d(-0.012) | mkt_dispersion(+0.005) | ret_63d(+0.005)
ADBE,79,2026-08-05,beta_hedged,0.500423481326391,0.6020408163265306,4,0.0,259.32000732421875,1286396370.0,ret_10d(-0.008) | vol_63d(+0.008) | vol_63d_rank(+0.007)
UBER,80,2026-08-05,beta_hedged,0.5002866001436866,0.5969387755102041,3,0.0,68.18000030517578,1143944962.0,vol_21d(-0.005) | bb_position(+0.004) | mkt_breadth(-0.004)
RVTY,81,2026-08-05,beta_hedged,0.500151421421085,0.5918367346938775,3,0.0,115.0199966430664,164850052.0,vol_21d(-0.008) | vol_63d_rank(+0.004) | ret_63d(+0.003)
LLY,82,2026-08-05,beta_hedged,0.4996480161901559,0.5867346938775511,3,0.0,1169.8599853515625,2815936188.0,vol_63d(-0.007) | ret_21d_rank(+0.002) | ret_63d(+0.002)
EQIX,83,2026-08-05,beta_hedged,0.49954740921729707,0.5816326530612245,3,0.0,1056.199951171875,683941365.0,close_vs_sma200(+0.008) | vol_63d(-0.007) | vol_21d(-0.006)
DECK,84,2026-08-05,beta_hedged,0.4993199378583053,0.576530612244898,3,0.0,99.30999755859375,235723385.0,vol_21d(-0.007) | vol_63d(+0.004) | bb_position(+0.004)
GPC,85,2026-08-05,beta_hedged,0.49895885287449476,0.5714285714285714,3,0.0,131.32000732421875,219129227.0,vol_21d(-0.007) | vol_63d_rank(+0.005) | close_vs_sma50(+0.003)
TMO,86,2026-08-05,beta_hedged,0.4986654418332614,0.5663265306122449,3,0.0,577.8300170898438,1242505392.0,vol_63d(-0.009) | vol_21d(-0.006) | close_vs_sma50(+0.005)
FFIV,87,2026-08-05,beta_hedged,0.4985739516147893,0.5612244897959183,3,0.0,411.32000732421875,349973079.0,close_vs_sma200(+0.008) | vol_21d(-0.008) | vol_63d(-0.007)
NKE,88,2026-08-05,beta_hedged,0.49789411574018655,0.5561224489795918,3,0.0,42.45000076293945,781452333.0,vol_63d(-0.007) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
LULU,89,2026-08-05,beta_hedged,0.49713560627392245,0.5510204081632653,3,0.0,123.51000213623047,289265636.0,vol_63d_rank(+0.006) | close_vs_sma200(-0.004) | vol_63d(-0.003)
SWKS,90,2026-08-05,beta_hedged,0.496891326994489,0.5459183673469388,3,0.0,66.98999786376953,367235142.0,vol_63d(+0.017) | ret_5d(-0.009) | mkt_dispersion(+0.009)
SHW,91,2026-08-05,beta_hedged,0.49677891540742686,0.5408163265306123,3,0.0,369.67999267578125,710804133.0,vol_63d(-0.007) | vol_21d(-0.007) | close_vs_sma50(+0.004)
CMI,92,2026-08-05,beta_hedged,0.49663658048465464,0.5357142857142857,3,0.0,650.25,648555564.0,vol_63d(+0.005) | vol_21d(-0.005) | close_vs_sma200(-0.003)
CRM,93,2026-08-05,beta_hedged,0.49604020056987785,0.5306122448979592,3,0.0,192.97999572753906,2154299377.0,ret_10d(-0.009) | vol_63d(+0.005) | close_vs_sma50(+0.005)
MSFT,94,2026-08-05,beta_hedged,0.4958422827222692,0.5255102040816326,3,0.0,487.4599914550781,16344449493.0,ret_5d(-0.015) | ret_21d_rank(-0.009) | vol_63d(+0.008)
COP,95,2026-08-05,beta_hedged,0.4954666307885587,0.5204081632653061,3,0.0,115.04000091552734,729480663.0,vol_63d(-0.008) | vol_63d_rank(+0.004) | vol_21d(+0.003)
DASH,96,2026-08-05,beta_hedged,0.49542141270323947,0.5153061224489796,3,0.0,207.27000427246094,662705604.0,ret_10d(-0.013) | vol_63d(+0.008) | ret_63d(+0.006)
MCK,97,2026-08-05,beta_hedged,0.49449874047197734,0.5102040816326531,3,0.0,877.22998046875,807686567.0,vol_63d(-0.008) | vol_21d(-0.007) | close_vs_sma50(+0.005)
ODFL,98,2026-08-05,beta_hedged,0.4944102048021089,0.5051020408163265,3,0.0,215.4499969482422,392416446.0,vol_63d(-0.009) | vol_21d(-0.007) | vol_63d_rank(+0.003)
EBAY,99,2026-08-05,beta_hedged,0.4940887964976886,0.5,3,0.0,111.1500015258789,417052912.0,vol_63d(-0.007) | vol_21d(-0.007) | vol_10d(+0.002)
UPS,100,2026-08-05,beta_hedged,0.49398315267535126,0.49489795918367346,3,0.0,107.69999694824219,588884388.0,vol_63d(-0.008) | vol_21d(-0.007) | ret_63d(+0.002)
MDT,101,2026-08-05,beta_hedged,0.49378635903513857,0.4897959183673469,3,0.0,85.98999786376953,610429313.0,vol_63d(-0.008) | close_vs_sma200(-0.003) | vol_63d_rank(+0.002)
ALLE,102,2026-08-05,beta_hedged,0.4936060625322141,0.4846938775510204,3,0.0,168.5800018310547,212399205.0,close_vs_sma50(+0.010) | ret_21d_rank(-0.009) | vol_63d(-0.008)
IR,103,2026-08-05,beta_hedged,0.4934553127196184,0.47959183673469385,3,0.0,90.0,372499740.0,vol_63d(-0.008) | vol_21d(-0.006) | close_vs_sma50(+0.003)
CLX,104,2026-08-05,beta_hedged,0.49325412213457387,0.4744897959183674,3,0.0,105.83999633789062,255539739.0,vol_63d(-0.007) | vol_21d(-0.006) | close_vs_sma50(+0.003)
CHRW,105,2026-08-05,beta_hedged,0.49311304188709154,0.46938775510204084,3,0.0,153.60000610351562,441579324.0,ret_21d_rank(-0.027) | vol_10d(+0.015) | vol_63d(+0.010)
BIIB,106,2026-08-05,beta_hedged,0.4930866574749468,0.4642857142857143,3,0.0,206.6300048828125,293698312.0,vol_21d(-0.007) | vol_63d_rank(+0.005) | bb_position(-0.002)
TEL,107,2026-08-05,beta_hedged,0.4930726245483787,0.45918367346938777,3,0.0,218.02000427246094,579518237.0,vol_63d(-0.008) | vol_63d_rank(+0.005) | close_vs_sma200(-0.004)
SYK,108,2026-08-05,beta_hedged,0.49263036702813884,0.45408163265306123,3,0.0,337.0299987792969,830820999.0,vol_63d(-0.009) | vol_21d(-0.005) | vol_63d_rank(+0.004)
DHI,109,2026-08-05,beta_hedged,0.4925990459712107,0.4489795918367347,3,0.0,151.4499969482422,394433074.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.004)
PPG,110,2026-08-05,beta_hedged,0.4920743303330643,0.44387755102040816,3,0.0,119.12999725341797,234407306.0,vol_21d(-0.008) | vol_63d(-0.008) | vol_63d_rank(+0.003)
VRSN,111,2026-08-05,beta_hedged,0.49192869206485784,0.4387755102040816,3,0.0,293.4100036621094,245666667.0,vol_63d(-0.008) | vol_21d(-0.007) | vol_63d_rank(+0.005)
PHM,112,2026-08-05,beta_hedged,0.49162498391127024,0.4336734693877551,3,0.0,133.00999450683594,239008281.0,vol_63d(-0.009) | vol_21d(-0.009) | vol_63d_rank(+0.003)
DVN,113,2026-08-05,beta_hedged,0.49161969709183384,0.42857142857142855,3,0.0,42.09000015258789,436371897.0,vol_21d(-0.005) | mkt_breadth(-0.005) | vol_63d_rank(+0.004)
IDXX,114,2026-08-05,beta_hedged,0.49128208068951307,0.42346938775510207,3,0.0,584.780029296875,434809954.0,vol_63d(-0.008) | vol_21d(-0.006) | vol_63d_rank(+0.003)
HSY,115,2026-08-05,beta_hedged,0.49110953911501554,0.41836734693877553,3,0.0,179.5800018310547,314854974.0,vol_63d(-0.008) | close_vs_sma200(-0.004) | vol_63d_rank(+0.003)
KMB,116,2026-08-05,beta_hedged,0.4910455786607146,0.413265306122449,3,0.0,112.37000274658203,433615142.0,vol_63d(-0.011) | vol_63d_rank(-0.005) | vol_21d(+0.002)
REGN,117,2026-08-05,beta_hedged,0.4905629054403402,0.40816326530612246,3,0.0,768.5800170898438,567733527.0,vol_63d(-0.007) | ret_10d(-0.006) | vol_63d_rank(+0.004)
AAPL,118,2026-08-05,beta_hedged,0.4904543076337429,0.4030612244897959,3,0.0,311.0,18080634377.0,vol_63d(-0.009) | vol_21d(-0.007) | close_vs_sma200(-0.002)
ALGN,119,2026-08-05,beta_hedged,0.49012697086633006,0.3979591836734694,2,0.0,174.8300018310547,177657358.0,vol_21d(-0.007) | vol_63d(+0.003) | mkt_dispersion(+0.003)
VRTX,120,2026-08-05,beta_hedged,0.4897042111179235,0.39285714285714285,2,0.0,484.8299865722656,694784991.0,vol_63d(-0.010) | ret_21d_rank(+0.007) | vol_63d_rank(-0.007)
LIN,121,2026-08-05,beta_hedged,0.4895796329828627,0.3877551020408163,2,0.0,491.04998779296875,1087388783.0,vol_63d_rank(-0.011) | vol_63d(-0.010) | ret_21d_rank(+0.008)
ABBV,122,2026-08-05,beta_hedged,0.48955064944024057,0.3826530612244898,2,0.0,246.1999969482422,1459909929.0,vol_63d(-0.012) | vol_63d_rank(-0.006) | vol_21d(+0.002)
HAL,123,2026-08-05,beta_hedged,0.48920695576612183,0.37755102040816324,2,0.0,31.81999969482422,410298572.0,mkt_breadth(-0.008) | vol_63d(-0.008) | sharpe_mom_63(+0.006)
CDNS,124,2026-08-05,beta_hedged,0.4888540440613129,0.37244897959183676,2,0.0,337.07000732421875,818029952.0,vol_21d(-0.006) | ret_63d(-0.003) | vol_63d(+0.003)
EOG,125,2026-08-05,beta_hedged,0.48882427958695257,0.3673469387755102,2,0.0,134.22999572753906,415532873.0,vol_63d(-0.009) | vol_21d(-0.008) | vol_63d_rank(+0.003)
CPT,126,2026-08-05,beta_hedged,0.48873481309275757,0.3622448979591837,2,0.0,111.91000366210938,118930509.0,vol_63d_rank(-0.011) | ret_21d_rank(+0.004) | vol_63d(-0.002)
CTAS,127,2026-08-05,beta_hedged,0.4883437936007839,0.35714285714285715,2,0.0,201.39999389648438,536995588.0,vol_63d(-0.010) | vol_21d(-0.007) | close_vs_sma50(+0.003)
APD,128,2026-08-05,beta_hedged,0.4878344684357126,0.3520408163265306,2,0.0,295.0899963378906,341068110.0,vol_63d(-0.010) | vol_63d_rank(-0.005) | vol_21d(+0.003)
AOS,129,2026-08-05,beta_hedged,0.4877980113055864,0.3469387755102041,2,0.0,63.18000030517578,111409100.0,vol_63d(-0.009) | close_vs_sma200(-0.003) | vol_21d(-0.002)
MAA,130,2026-08-05,beta_hedged,0.4874089065517362,0.34183673469387754,2,0.0,134.55999755859375,159367236.0,vol_63d_rank(-0.011) | ret_21d_rank(+0.004) | mkt_dispersion(-0.002)
TSCO,131,2026-08-05,beta_hedged,0.4864008431580231,0.336734693877551,2,0.0,33.40999984741211,317976593.0,vol_63d(-0.007) | ret_10d(-0.007) | vol_63d_rank(+0.004)
AVB,132,2026-08-05,beta_hedged,0.48637967401107907,0.33163265306122447,2,0.0,189.61000061035156,150598006.0,vol_63d_rank(-0.013) | vol_63d(-0.001) | vol_21d(+0.001)
MKC,133,2026-08-05,beta_hedged,0.4862693344318976,0.32653061224489793,2,0.0,52.540000915527344,179583953.0,vol_63d(-0.010) | vol_63d_rank(-0.004) | close_vs_sma200(-0.003)
DHR,134,2026-08-05,beta_hedged,0.4862671207951574,0.32142857142857145,2,0.0,199.66000366210938,1269478381.0,vol_63d(-0.008) | vol_21d_rank(-0.005) | vol_63d_rank(+0.004)
SLB,135,2026-08-05,beta_hedged,0.4859220166720369,0.3163265306122449,2,0.0,49.90999984741211,611979819.0,vol_63d(-0.008) | vol_21d(-0.007) | vol_10d(+0.005)
BKR,136,2026-08-05,beta_hedged,0.48586428663410025,0.3112244897959184,2,0.0,61.66999816894531,559054903.0,vol_63d(-0.008) | vol_63d_rank(+0.005) | ret_63d_rank(-0.003)
ABT,137,2026-08-05,beta_hedged,0.4855894889718401,0.30612244897959184,2,0.0,105.70999908447266,1201869751.0,vol_63d(-0.010) | vol_21d(-0.006) | close_vs_sma50(+0.004)
VRT,138,2026-08-05,beta_hedged,0.48531294361090294,0.3010204081632653,2,0.0,277.94000244140625,1669664051.0,ret_5d(-0.025) | atr_pct(+0.011) | vol_10d(+0.010)
DD,139,2026-08-05,beta_hedged,0.48515488155442027,0.29591836734693877,2,0.0,147.3699951171875,230267897.0,vol_63d(-0.010) | vol_63d_rank(-0.003) | rsi_14(+0.002)
VMC,140,2026-08-05,beta_hedged,0.4848875834672653,0.29081632653061223,2,0.0,286.7699890136719,309838077.0,vol_21d(-0.008) | vol_63d(-0.006) | close_vs_sma200(-0.003)
ADSK,141,2026-08-05,beta_hedged,0.48483826588583784,0.2857142857142857,2,0.0,240.02999877929688,486238724.0,ret_10d(-0.008) | ret_63d_rank(-0.006) | vol_21d(-0.006)
WM,142,2026-08-05,beta_hedged,0.4845069578853462,0.28061224489795916,2,0.0,224.30999755859375,438741454.0,vol_63d(-0.011) | vol_63d_rank(-0.009) | ret_21d_rank(+0.008)
WELL,143,2026-08-05,beta_hedged,0.48444858447512,0.2755102040816326,2,0.0,237.25,696862399.0,vol_63d(-0.013) | vol_63d_rank(-0.007) | vol_21d(+0.002)
