ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
ABT,154,2026-08-06,beta_hedged,0.48231529886407104,0.2153846153846154,2,0.0,107.95999908447266,1203016766.0,vol_63d(-0.009) | vol_21d(-0.006) | close_vs_sma200(-0.005)
ITW,155,2026-08-06,beta_hedged,0.48230877655978266,0.21025641025641026,2,0.0,294.70001220703125,429286293.0,vol_63d_rank(-0.014) | vol_63d(-0.010) | close_vs_sma50(+0.004)
CPRT,156,2026-08-06,beta_hedged,0.48208411576987836,0.20512820512820512,2,0.0,29.010000228881836,338267863.0,vol_63d(-0.008) | vol_21d(-0.007) | vol_63d_rank(+0.004)
PTC,157,2026-08-06,beta_hedged,0.4815902510987349,0.2,1,0.0,147.66000366210938,204558320.0,ret_10d(-0.009) | close_vs_sma50(+0.008) | vol_63d(+0.006)
RMD,158,2026-08-06,beta_hedged,0.4812541139378575,0.19487179487179487,1,0.0,223.24000549316406,264220560.0,vol_21d(-0.007) | ret_10d(-0.007) | vol_63d(-0.007)
CDNS,159,2026-08-06,beta_hedged,0.48113566550059544,0.18974358974358974,1,0.0,338.4200134277344,818961296.0,vol_21d(-0.004) | ret_63d(-0.004) | close_vs_sma200(-0.002)
COR,160,2026-08-06,beta_hedged,0.48038315193426223,0.18461538461538463,1,0.0,325.010009765625,414138222.0,vol_63d(-0.014) | vol_63d_rank(-0.012) | close_vs_sma50(+0.004)
WY,161,2026-08-06,beta_hedged,0.4803085159860006,0.1794871794871795,1,0.0,25.450000762939453,124995572.0,vol_21d(-0.008) | vol_63d(-0.008) | sharpe_mom_21(-0.002)
CAH,162,2026-08-06,beta_hedged,0.4802381126156086,0.17435897435897435,1,0.0,237.66000366210938,508557914.0,vol_63d(-0.014) | vol_63d_rank(-0.012) | sharpe_mom_63(+0.002)
WM,163,2026-08-06,beta_hedged,0.4798562692813617,0.16923076923076924,1,0.0,229.00999450683594,437728691.0,vol_63d_rank(-0.011) | vol_63d(-0.011) | close_vs_sma200(-0.002)
TSCO,164,2026-08-06,beta_hedged,0.47923007369339315,0.1641025641025641,1,0.0,34.09000015258789,325913560.0,ret_5d(-0.009) | vol_63d(-0.006) | ret_10d(-0.006)
PLD,165,2026-08-06,beta_hedged,0.4791472285235343,0.15897435897435896,1,0.0,139.13999938964844,786545831.0,vol_63d(-0.012) | vol_63d_rank(-0.012) | close_vs_sma200(-0.002)
MMM,166,2026-08-06,beta_hedged,0.4785057103231121,0.15384615384615385,1,0.0,180.7100067138672,666306323.0,vol_63d(-0.017) | vol_63d_rank(-0.014) | close_vs_sma50(+0.004)
JBL,167,2026-08-06,beta_hedged,0.4779677909576594,0.14871794871794872,1,0.0,344.6700134277344,330707876.0,vol_21d(-0.006) | close_vs_sma200(+0.005) | ret_63d(-0.005)
STE,168,2026-08-06,beta_hedged,0.47722772047916356,0.14358974358974358,1,0.0,231.77999877929688,173701564.0,vol_63d(-0.010) | vol_21d(-0.008) | close_vs_sma200(-0.003)
ROL,169,2026-08-06,beta_hedged,0.47607523548745884,0.13846153846153847,1,0.0,36.83000183105469,254419994.0,vol_63d(-0.008) | ret_63d(-0.007) | vol_21d(-0.004)
POOL,170,2026-08-06,beta_hedged,0.47585434468410326,0.13333333333333333,1,0.0,201.0800018310547,189382931.0,vol_21d(-0.008) | bb_position(-0.003) | amihud(-0.003)
JNJ,171,2026-08-06,beta_hedged,0.47524683019652497,0.1282051282051282,1,0.0,256.9800109863281,2033879751.0,vol_63d(-0.015) | vol_63d_rank(-0.013) | mkt_dispersion(+0.002)
UNP,172,2026-08-06,beta_hedged,0.47506335051882137,0.12307692307692308,1,0.0,295.3800048828125,953953973.0,vol_63d_rank(-0.016) | vol_63d(-0.016) | close_vs_sma200(+0.008)
KVUE,173,2026-08-06,beta_hedged,0.47503000290760616,0.11794871794871795,1,0.0,19.18000030517578,400411706.0,vol_63d_rank(-0.012) | vol_63d(-0.010) | vol_21d_rank(-0.002)
NVDA,174,2026-08-06,beta_hedged,0.474741498133862,0.11282051282051282,1,0.0,218.99000549316406,26736733329.0,ret_5d(-0.009) | vol_21d(-0.006) | amihud(-0.005)
NSC,175,2026-08-06,beta_hedged,0.4743170929178273,0.1076923076923077,1,0.0,342.4599914550781,388417983.0,vol_63d_rank(-0.012) | vol_63d(-0.011) | close_vs_sma200(-0.002)
SNPS,176,2026-08-06,beta_hedged,0.4731838063035685,0.10256410256410256,1,0.0,405.9800109863281,780303712.0,vol_63d(-0.005) | mkt_breadth(-0.005) | vol_21d(-0.005)
ALB,177,2026-08-06,beta_hedged,0.4731760611651404,0.09743589743589744,1,0.0,125.41999816894531,255280462.0,ret_63d(-0.011) | ret_63d_rank(-0.005) | vol_21d(-0.004)
PG,178,2026-08-06,beta_hedged,0.4730915725402048,0.09230769230769231,1,0.0,146.97000122070312,1236111087.0,vol_63d_rank(-0.013) | vol_63d(-0.009) | close_vs_sma200(-0.002)
GOOGL,179,2026-08-06,beta_hedged,0.47252627698842464,0.08717948717948718,1,0.0,357.75,11254483476.0,vol_21d(-0.008) | ret_10d(-0.007) | vol_63d(-0.005)
AVY,180,2026-08-06,beta_hedged,0.47217066240415057,0.08205128205128205,1,0.0,173.99000549316406,142040607.0,vol_63d(-0.010) | vol_21d(-0.007) | ret_10d(-0.005)
PEP,181,2026-08-06,beta_hedged,0.4720492887421102,0.07692307692307693,1,0.0,138.44000244140625,1186851890.0,vol_63d(-0.012) | vol_63d_rank(-0.010) | close_vs_sma200(-0.003)
OTIS,182,2026-08-06,beta_hedged,0.4707242138929544,0.07179487179487179,1,0.0,73.83000183105469,286769395.0,vol_63d_rank(-0.014) | vol_63d(-0.009) | close_vs_sma200(-0.003)
FSLR,183,2026-08-06,beta_hedged,0.47031612968919473,0.06666666666666667,1,0.0,244.13999938964844,484833361.0,ret_5d(-0.019) | vol_63d(+0.014) | ret_10d(-0.010)
TRMB,184,2026-08-06,beta_hedged,0.4693678273545499,0.06153846153846154,1,0.0,58.54999923706055,137270446.0,vol_21d(-0.009) | vol_63d(-0.008) | ret_10d(-0.006)
CL,185,2026-08-06,beta_hedged,0.46930450242878213,0.05641025641025641,1,0.0,93.0,441015210.0,vol_63d(-0.015) | vol_63d_rank(-0.014) | close_vs_sma200(-0.002)
PNR,186,2026-08-06,beta_hedged,0.4690353128926887,0.05128205128205128,1,0.0,69.9000015258789,262028746.0,ret_10d(-0.010) | vol_21d(-0.004) | vol_21d_rank(-0.004)
CHD,187,2026-08-06,beta_hedged,0.46846367329595945,0.046153846153846156,1,0.0,103.36000061035156,184199619.0,vol_63d_rank(-0.016) | vol_63d(-0.015) | mkt_dispersion(+0.002)
ECL,188,2026-08-06,beta_hedged,0.46839556898232027,0.041025641025641026,1,0.0,283.4599914550781,331309457.0,vol_63d_rank(-0.014) | vol_63d(-0.014) | close_vs_sma200(-0.003)
CRWD,189,2026-08-06,beta_hedged,0.4674942395334781,0.035897435897435895,1,0.0,207.38999938964844,1627127374.0,vol_63d(+0.014) | ret_5d(-0.009) | mkt_breadth(-0.008)
MDLZ,190,2026-08-06,beta_hedged,0.4656975083090547,0.03076923076923077,1,0.0,62.75,608595682.0,vol_63d(-0.014) | vol_63d_rank(-0.014) | close_vs_sma200(-0.002)
ISRG,191,2026-08-06,beta_hedged,0.46426058503157225,0.02564102564102564,1,0.0,373.7099914550781,1527628592.0,ret_10d(-0.010) | mkt_dispersion(-0.005) | mkt_breadth(-0.005)
VRT,192,2026-08-06,beta_hedged,0.46338003845372744,0.020512820512820513,1,0.0,275.1700134277344,1681799092.0,ret_5d(-0.021) | vol_10d(+0.008) | mkt_dispersion(-0.008)
TJX,193,2026-08-06,beta_hedged,0.4615754771229394,0.015384615384615385,1,0.0,162.05999755859375,781087271.0,vol_63d(-0.016) | vol_63d_rank(-0.015) | close_vs_sma200(-0.002)
GLW,194,2026-08-06,beta_hedged,0.46135584240787275,0.010256410256410256,1,0.0,157.17999267578125,2100121880.0,ret_5d(-0.020) | vol_10d(+0.011) | atr_pct(+0.009)
ORCL,195,2026-08-06,beta_hedged,0.45087464952395534,0.005128205128205128,1,0.0,143.47000122070312,4961886432.0,vol_63d(+0.014) | ret_10d(-0.014) | ret_5d(-0.014)
