ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
MCHP,181,2026-08-04,beta_hedged,0.47106255045962836,0.07692307692307693,1,0.0,80.66999816894531,851626236.0,ret_1d(-0.016) | vol_63d(+0.006) | ret_63d_rank(-0.005)
NSC,182,2026-08-04,beta_hedged,0.47088360944435065,0.07179487179487179,1,0.0,341.2699890136719,381770632.0,vol_63d_rank(-0.015) | vol_63d(-0.012) | mkt_dispersion(-0.003)
HAL,183,2026-08-04,beta_hedged,0.47048902225185046,0.06666666666666667,1,0.0,32.36000061035156,404146656.0,vol_63d(-0.009) | vol_21d(-0.009) | mkt_breadth(-0.007)
PEP,184,2026-08-04,beta_hedged,0.4701656221056855,0.06153846153846154,1,0.0,139.10000610351562,1215353986.0,vol_63d_rank(-0.012) | vol_63d(-0.011) | close_vs_sma200(-0.003)
STE,185,2026-08-04,beta_hedged,0.46972536888318644,0.05641025641025641,1,0.0,232.85000610351562,163810184.0,vol_21d(-0.009) | vol_63d(-0.009) | vol_63d_rank(-0.005)
VLTO,186,2026-08-04,beta_hedged,0.4685874338049619,0.05128205128205128,1,0.0,96.44999694824219,168056640.0,vol_63d_rank(-0.018) | vol_63d(-0.015) | vol_21d(+0.003)
TRMB,187,2026-08-04,beta_hedged,0.46810911165165153,0.046153846153846156,1,0.0,59.810001373291016,138154601.0,vol_21d(-0.008) | vol_63d(-0.006) | ret_10d(-0.006)
OTIS,188,2026-08-04,beta_hedged,0.4671263832890891,0.041025641025641026,1,0.0,73.63999938964844,285910328.0,vol_63d_rank(-0.015) | vol_63d(-0.011) | close_vs_sma200(-0.003)
ROL,189,2026-08-04,beta_hedged,0.4667920440665046,0.035897435897435895,1,0.0,37.810001373291016,261199449.0,vol_63d(-0.009) | vol_21d(-0.009) | mkt_breadth(-0.006)
MDLZ,190,2026-08-04,beta_hedged,0.4665476952367828,0.03076923076923077,1,0.0,62.08000183105469,592943334.0,vol_63d_rank(-0.015) | vol_63d(-0.014) | mkt_dispersion(-0.002)
PG,191,2026-08-04,beta_hedged,0.4663646829934455,0.02564102564102564,1,0.0,148.00999450683594,1277506568.0,vol_63d_rank(-0.014) | vol_63d(-0.012) | close_vs_sma200(-0.003)
GLW,192,2026-08-04,beta_hedged,0.46631446868613113,0.020512820512820513,1,0.0,159.88999938964844,2077131845.0,ret_1d(-0.025) | atr_pct(+0.020) | ret_5d(-0.009)
ZBRA,193,2026-08-04,beta_hedged,0.46032521759315337,0.015384615384615385,1,0.0,368.8299865722656,210370761.0,ret_1d(-0.021) | ret_5d(-0.013) | mkt_breadth(-0.006)
TJX,194,2026-08-04,beta_hedged,0.4597846562752903,0.010256410256410256,1,0.0,157.5500030517578,751024970.0,vol_63d_rank(-0.017) | vol_63d(-0.016) | mkt_dispersion(-0.002)
GNRC,195,2026-08-04,beta_hedged,0.4455818696124292,0.005128205128205128,1,0.0,218.6300048828125,246207425.0,ret_1d(-0.018) | close_vs_sma200(-0.006) | vol_21d(-0.006)
