ticker,rank,asof,variant,score,pct_rank,quintile,target_weight_new_tranche,last_adj_close,adv20_dollars,drivers
BKNG,84,2026-07-31,beta_hedged,0.4999442259412293,0.5808080808080808,3,0.0,192.89999389648438,1136624409.0,vol_21d(-0.006) | vol_63d(-0.006) | vol_63d_rank(+0.005)
NKE,85,2026-07-31,beta_hedged,0.49981199628566414,0.5757575757575758,3,0.0,41.709999084472656,792585976.0,vol_63d(-0.008) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
LLY,86,2026-07-31,beta_hedged,0.4997470121051828,0.5707070707070707,3,0.0,1148.8399658203125,2779415075.0,vol_63d(-0.008) | ret_63d_rank(-0.003) | vol_63d_rank(+0.003)
TPR,87,2026-07-31,beta_hedged,0.49937498089217724,0.5656565656565656,3,0.0,152.3699951171875,315103260.0,vol_63d_rank(+0.004) | ret_63d(-0.003) | vol_21d(-0.003)
EPAM,88,2026-07-31,beta_hedged,0.4993198471840434,0.5606060606060606,3,0.0,105.55999755859375,144221026.0,vol_63d(+0.018) | ret_5d(-0.010) | vol_63d_rank(+0.006)
TEL,89,2026-07-31,beta_hedged,0.4986727825208515,0.5555555555555556,3,0.0,205.69000244140625,553534641.0,vol_63d(-0.007) | vol_63d_rank(+0.005) | close_vs_sma200(-0.004)
LOW,90,2026-07-31,beta_hedged,0.4984943440644041,0.5505050505050505,3,0.0,207.80999755859375,647584161.0,vol_63d(-0.009) | ret_21d_rank(+0.002) | vol_21d(+0.002)
ODFL,91,2026-07-31,beta_hedged,0.4984625629157882,0.5454545454545454,3,0.0,212.13999938964844,373167615.0,vol_63d(-0.007) | vol_63d_rank(+0.005) | vol_21d(-0.002)
IDXX,92,2026-07-31,beta_hedged,0.49788989079110796,0.5404040404040404,3,0.0,559.0700073242188,373390135.0,vol_63d(-0.006) | vol_63d_rank(+0.004) | close_vs_sma200(-0.002)
BIIB,93,2026-07-31,beta_hedged,0.4977582491576384,0.5353535353535354,3,0.0,202.9499969482422,297943874.0,vol_21d(-0.007) | vol_63d_rank(+0.004) | vol_63d(-0.002)
DD,94,2026-07-31,beta_hedged,0.49765378794294834,0.5303030303030303,3,0.0,137.0,168860855.0,vol_63d(-0.007) | vol_63d_rank(+0.005) | vol_21d(+0.003)
MKC,95,2026-07-31,beta_hedged,0.4975354618005629,0.5252525252525253,3,0.0,50.900001525878906,180268203.0,vol_63d(-0.009) | vol_21d(+0.003) | close_vs_sma200(-0.003)
AOS,96,2026-07-31,beta_hedged,0.4972953880405182,0.5202020202020202,3,0.0,60.130001068115234,104356659.0,vol_63d(-0.008) | vol_21d(+0.004) | vol_10d(+0.003)
CRM,97,2026-07-31,beta_hedged,0.4972622176492207,0.5151515151515151,3,0.0,184.02000427246094,2141578475.0,ret_5d(-0.007) | vol_63d(+0.006) | close_vs_sma200(-0.005)
GRMN,98,2026-07-31,beta_hedged,0.49715660887632657,0.51010101010101,3,0.0,293.7799987792969,272908543.0,ret_5d(-0.009) | ret_21d_rank(-0.007) | close_vs_sma200(+0.005)
SNPS,99,2026-07-31,beta_hedged,0.49671638183496764,0.5050505050505051,3,0.0,388.760009765625,771196788.0,vol_21d(-0.008) | vol_63d(-0.004) | bb_width(+0.004)
ADBE,100,2026-07-31,beta_hedged,0.4966324530789392,0.5,3,0.0,250.41000366210938,1342932121.0,ret_5d(-0.008) | vol_63d(+0.007) | close_vs_sma200(-0.005)
DHR,101,2026-07-31,beta_hedged,0.4963288454395743,0.494949494949495,3,0.0,194.97999572753906,1246294067.0,vol_63d(-0.007) | vol_21d(-0.006) | vol_10d(+0.005)
TMO,102,2026-07-31,beta_hedged,0.49546745069630954,0.4898989898989899,3,0.0,574.2999877929688,1225539556.0,vol_63d(-0.009) | vol_21d(-0.007) | close_vs_sma50(+0.004)
NUE,103,2026-07-31,beta_hedged,0.4954668286763051,0.48484848484848486,3,0.0,257.2900085449219,317768710.0,ret_21d_rank(-0.009) | vol_63d(-0.008) | close_vs_sma200(+0.006)
BSX,104,2026-07-31,beta_hedged,0.49539011501881264,0.4797979797979798,3,0.0,46.72999954223633,865588827.0,vol_63d_rank(+0.007) | vol_63d(-0.004) | ret_21d(-0.002)
CEG,105,2026-07-31,beta_hedged,0.49529828829416855,0.47474747474747475,3,0.0,262.75,737456289.0,vol_63d(+0.005) | vol_21d(-0.004) | ret_63d_rank(-0.004)
GEHC,106,2026-07-31,beta_hedged,0.4951870068566764,0.4696969696969697,3,0.0,68.0199966430664,390627990.0,ret_5d(-0.007) | vol_10d(+0.005) | vol_63d(-0.005)
CTSH,107,2026-07-31,beta_hedged,0.4948651220942497,0.46464646464646464,3,0.0,55.349998474121094,441420449.0,ret_5d(-0.018) | vol_63d(+0.015) | vol_63d_rank(+0.004)
WAB,108,2026-07-31,beta_hedged,0.4945919351923842,0.4595959595959596,3,0.0,290.8599853515625,291373997.0,vol_63d(-0.008) | vol_21d(-0.008) | close_vs_sma200(+0.006)
UPS,109,2026-07-31,beta_hedged,0.4944109431225239,0.45454545454545453,3,0.0,104.22000122070312,567621634.0,vol_21d(-0.007) | vol_63d(-0.006) | vol_63d_rank(+0.003)
UBER,110,2026-07-31,beta_hedged,0.49399674890128425,0.4494949494949495,3,0.0,70.36000061035156,1150968704.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | close_vs_sma200(-0.004)
TSCO,111,2026-07-31,beta_hedged,0.4939904986553448,0.4444444444444444,3,0.0,30.770000457763672,305648680.0,vol_63d(-0.007) | vol_63d_rank(+0.005) | close_vs_sma200(-0.003)
CDNS,112,2026-07-31,beta_hedged,0.493962192340373,0.4393939393939394,3,0.0,340.0199890136719,820676665.0,vol_21d(-0.006) | ret_63d(-0.004) | mkt_dispersion(+0.003)
SYK,113,2026-07-31,beta_hedged,0.4935345873597605,0.43434343434343436,3,0.0,325.70001220703125,778494794.0,vol_21d(-0.007) | vol_63d_rank(+0.004) | vol_63d(-0.003)
FFIV,114,2026-07-31,beta_hedged,0.4932976750297688,0.4292929292929293,3,0.0,402.57000732421875,325694736.0,vol_21d(-0.008) | vol_63d_rank(+0.006) | vol_63d(-0.005)
HSY,115,2026-07-31,beta_hedged,0.49309162147266267,0.42424242424242425,3,0.0,175.0500030517578,329304203.0,vol_63d(-0.007) | close_vs_sma200(-0.004) | vol_21d(+0.002)
AAPL,116,2026-07-31,beta_hedged,0.49300270234832855,0.41919191919191917,3,0.0,308.9100036621094,16504328940.0,vol_63d(-0.010) | vol_21d(-0.008) | ret_63d(+0.002)
MSFT,117,2026-07-31,beta_hedged,0.49296853267151713,0.41414141414141414,3,0.0,464.7200012207031,14113503026.0,ret_5d(-0.013) | ret_10d(-0.005) | vol_63d(+0.005)
SWKS,118,2026-07-31,beta_hedged,0.49264920144573926,0.4090909090909091,3,0.0,62.279998779296875,360377383.0,vol_63d(+0.012) | vol_21d(-0.005) | mkt_dispersion(+0.005)
PPG,119,2026-07-31,beta_hedged,0.49246070054368735,0.40404040404040403,3,0.0,110.5199966430664,238305677.0,vol_21d(-0.009) | vol_63d(-0.007) | vol_63d_rank(+0.002)
ABBV,120,2026-07-31,beta_hedged,0.49243146854811576,0.398989898989899,2,0.0,250.94000244140625,1486890446.0,vol_63d(-0.011) | vol_63d_rank(-0.003) | vol_21d(+0.002)
PNR,121,2026-07-31,beta_hedged,0.49231189043121965,0.3939393939393939,2,0.0,65.44000244140625,240252485.0,vol_21d(-0.005) | vol_21d_rank(-0.003) | ret_63d_rank(-0.002)
PHM,122,2026-07-31,beta_hedged,0.4921544514826303,0.3888888888888889,2,0.0,126.47000122070312,233700173.0,vol_21d(-0.009) | vol_63d(-0.007) | vol_63d_rank(+0.004)
ORCL,123,2026-07-31,beta_hedged,0.49204872947335,0.3838383838383838,2,0.0,129.8699951171875,5048053624.0,ret_5d(-0.016) | vol_63d(+0.009) | mkt_dispersion(+0.005)
ABT,124,2026-07-31,beta_hedged,0.49177248420680675,0.3787878787878788,2,0.0,105.69999694824219,1241281375.0,vol_63d(-0.010) | vol_21d(-0.006) | close_vs_sma50(+0.005)
NEM,125,2026-07-31,beta_hedged,0.4913827649504304,0.37373737373737376,2,0.0,93.70999908447266,682928754.0,vol_21d(-0.006) | vol_63d(+0.004) | ret_63d_rank(-0.003)
IR,126,2026-07-31,beta_hedged,0.4913597448696869,0.3686868686868687,2,0.0,83.37999725341797,334692797.0,vol_63d(-0.008) | vol_21d(-0.008) | vol_63d_rank(+0.003)
JBHT,127,2026-07-31,beta_hedged,0.49108010947527214,0.36363636363636365,2,0.0,271.75,312975434.0,vol_63d(-0.008) | vol_21d(-0.007) | close_vs_sma200(+0.004)
EQIX,128,2026-07-31,beta_hedged,0.49080034234928444,0.35858585858585856,2,0.0,1019.280029296875,656609321.0,vol_63d(-0.009) | vol_21d(-0.008) | close_vs_sma200(+0.004)
LIN,129,2026-07-31,beta_hedged,0.4906795622659277,0.35353535353535354,2,0.0,478.3800048828125,1003730082.0,vol_63d(-0.010) | vol_63d_rank(-0.008) | ret_21d_rank(+0.008)
DVN,130,2026-07-31,beta_hedged,0.49057846091607127,0.3484848484848485,2,0.0,45.130001068115234,482045378.0,vol_63d_rank(+0.005) | vol_63d(-0.004) | vol_21d(-0.003)
ACN,131,2026-07-31,beta_hedged,0.49049569297771883,0.3434343434343434,2,0.0,165.9199981689453,1201620922.0,vol_63d(+0.016) | ret_5d(-0.012) | vol_10d(+0.007)
COO,132,2026-07-31,beta_hedged,0.49046122479442106,0.3383838383838384,2,0.0,72.31999969482422,147313900.0,vol_63d(-0.010) | close_vs_sma200(-0.005) | amihud(+0.003)
VRTX,133,2026-07-31,beta_hedged,0.49045659760203514,0.3333333333333333,2,0.0,477.1000061035156,736877080.0,vol_63d(-0.012) | vol_63d_rank(-0.004) | vol_mom(+0.002)
KMB,134,2026-07-31,beta_hedged,0.4900111702785465,0.3282828282828283,2,0.0,109.30999755859375,387560681.0,vol_63d(-0.011) | vol_63d_rank(-0.003) | vol_21d(+0.002)
EXPD,135,2026-07-31,beta_hedged,0.48997077023885693,0.32323232323232326,2,0.0,167.88999938964844,206188085.0,vol_63d(-0.012) | vol_63d_rank(-0.004) | vol_21d(+0.002)
BLDR,136,2026-07-31,beta_hedged,0.48960526363188417,0.3181818181818182,2,0.0,66.44000244140625,164861364.0,vol_63d(+0.013) | vol_21d(-0.007) | amihud(-0.007)
COP,137,2026-07-31,beta_hedged,0.4894905372940214,0.31313131313131315,2,0.0,120.4800033569336,714269048.0,vol_63d(-0.008) | sharpe_mom_21(-0.004) | ret_21d_rank(-0.003)
PTC,138,2026-07-31,beta_hedged,0.4892457307120967,0.30808080808080807,2,0.0,137.1999969482422,203074062.0,ret_5d(-0.010) | vol_63d(+0.008) | vol_21d(-0.007)
ALLE,139,2026-07-31,beta_hedged,0.4890855404626325,0.30303030303030304,2,0.0,157.39999389648438,210859467.0,vol_63d(-0.009) | vol_21d(-0.007) | ret_10d(-0.004)
